filename,time,participant_id,device_model,android_version,screen_width,screen_height,rank,product_name,price,promotion
1763721605509_494.jpg,2025-11-21T11:40:05.509000,c19c02da-47fa-4c0a-8ee1-acde0de0b4a2,Xiaomi 23113RKC6C,36 (VANILLA_ICE_CREAM) 16,1440,3200,1,"Support de bar à vin Globe de 45,72 cm - Armoire à vin mobile italienne du 16e siècle",136.46,Black Friday
1763722157839_497.jpg,2025-11-21T11:49:17.839000,160b7ccf-7007-4014-b322-9266b2cbf044,samsung SM-A326B,31 (S) 12,720,1457,1,,136.46,PROMOS BLACK FRIDAY
1763722206765_499.jpg,2025-11-21T11:50:06.765000,0e37ec0f-78f2-48f2-ab07-14f8ffd9b642,CROSSCALL Trekker-X4,28 (P) 9,1080,1798,1,"Support de bar à vin Globe de 45,72 cm - Armoire à vin mobile italienne du 16e siècle",136.46,Black Friday
1763809176433_507.jpg,2025-11-22T11:59:36.433000,160b7ccf-7007-4014-b322-9266b2cbf044,samsung SM-A326B,31 (S) 12,720,1457,1,"Support de bar à vin Globe de 45,72 cm - Armoire à vin mobile italienne du 16e siècle avec",136.46,Black Friday
1763811968012_532.jpg,2025-11-22T12:46:08.012000,739a55c0-bb91-4066-898b-783475d44d11,Xiaomi 23113RKC6C,36 (VANILLA_ICE_CREAM) 16,1440,3200,1,"Support de bar à vin Globe de 45,72 cm - Armoire à vin mobile italienne du 16e siècle",136.46,Black Friday
1763813242271_536.jpg,2025-11-22T13:07:22.271000,0e9b1129-036c-45d9-aa1a-dca2a03a99ae,Google Pixel 8a,36 (VANILLA_ICE_CREAM) 16,1080,2400,1,"Support de bar à vin Globe de 45,72 cm - Armoire à vin mobile italienne du 16e siècle",136.46,Black Friday
1763908678961_551.jpg,2025-11-23T15:37:58.961000,0e37ec0f-78f2-48f2-ab07-14f8ffd9b642,CROSSCALL Trekker-X4,28 (P) 9,1080,1798,1,"Support de bar à vin Globe de 45,72 cm - Armoire à vin mobile italienne du 16e siècle",139.45,SÉLECTION FESTIVE
1763994829052_572.jpg,2025-11-24T15:33:49.052000,739a55c0-bb91-4066-898b-783475d44d11,Xiaomi 23113RKC6C,36 (VANILLA_ICE_CREAM) 16,1440,3200,1,,139.45,SÉLECTION FESTIVE
1764156336080_586.jpg,2025-11-26T12:25:36.080000,1f3b7cb8-df82-4259-85d7-ded487a42a5e,Google Pixel 8a,36 (VANILLA_ICE_CREAM) 16,1080,2400,1,"Support de bar à vin Globe de 45,72 cm - Armoire à vin mobile italienne du 16e siècle avec…",136.56,SÉLECTION FESTIVE
1764162762449_588.jpg,2025-11-26T14:12:42.449000,160b7ccf-7007-4014-b322-9266b2cbf044,samsung SM-A326B,31 (S) 12,720,1457,1,"Support de bar à vin Globe de 45,72 cm - Armoire à vin mobile italienne du 16e siècle avec",136.56,SÉLECTION FESTIVE
1764166407650_613.jpg,2025-11-26T15:13:27.650000,739a55c0-bb91-4066-898b-783475d44d11,Xiaomi 23113RKC6C,36 (VANILLA_ICE_CREAM) 16,1440,3200,1,"Support de bar à vin Globe de 45,72 cm",136.56,SÉLECTION FESTIVE
1764234296484_630.jpg,2025-11-27T10:04:56.484000,0e37ec0f-78f2-48f2-ab07-14f8ffd9b642,CROSSCALL Trekker-X4,28 (P) 9,1080,1798,1,"Support de bar à vin Globe de 45,72 cm - Armoire à vin mobile italienne du 16e siècle",151.74,Livraison gratuite
1764234864324_643.jpg,2025-11-27T10:14:24.324000,1f3b7cb8-df82-4259-85d7-ded487a42a5e,Google Pixel 8a,36 (VANILLA_ICE_CREAM) 16,1080,2400,1,"Support de bar à vin Globe de 45,72 cm - Armoire à vin mobile italienne du 16e siècle",151.74,Livraison gratuite
1764236024466_664.jpg,2025-11-27T10:33:44.466000,4f3ea42b-1405-491f-ad94-8146aee9ac45,Xiaomi 23113RKC6C,36 (VANILLA_ICE_CREAM) 16,1440,3200,1,"Support de bar à vin Globe de 45,72 c",151.74,Livraison gratuite
1764325554116_677.jpg,2025-11-28T11:25:54.116000,1f3b7cb8-df82-4259-85d7-ded487a42a5e,Google Pixel 8a,36 (VANILLA_ICE_CREAM) 16,1080,2400,1,,151.74,Livraison gratuite
1764325643074_679.jpg,2025-11-28T11:27:23.074000,160b7ccf-7007-4014-b322-9266b2cbf044,samsung SM-A326B,31 (S) 12,720,1457,1,"Support de bar à vin Globe de 45,72 cm - Armoire à vin mobile italienne du 16e siècle",151.74,Livraison gratuite
1764838217988_713.jpg,2025-12-04T09:50:17.988000,160b7ccf-7007-4014-b322-9266b2cbf044,samsung SM-A326B,31 (S) 12,720,1457,1,"Support de bar à vin Globe de 45,72 cm - Armoire à vin mobile italienne du 16e siècle",150.62,Livraison gratuite
1764843586964_722.jpg,2025-12-04T11:19:46.964000,1f3b7cb8-df82-4259-85d7-ded487a42a5e,Google Pixel 8a,36 (VANILLA_ICE_CREAM) 16,1080,2400,1,,150.62,Livraison gratuite
1764928659281_757.jpg,2025-12-05T10:57:39.281000,1f3b7cb8-df82-4259-85d7-ded487a42a5e,Google Pixel 8a,36 (VANILLA_ICE_CREAM) 16,1080,2400,1,"Support de bar à vin Globe de 45,72 cm - Armoire à vin mobile italienne du 16e siècle avec",150.62,Livraison gratuite
1764929555982_788.jpg,2025-12-05T11:12:35.982000,4f3ea42b-1405-491f-ad94-8146aee9ac45,Xiaomi 23113RKC6C,36 (VANILLA_ICE_CREAM) 16,1440,3200,1,"Support de bar à vin Globe de 45,72 cm",150.62,Livraison gratuite
