filename,time,participant_id,device_model,android_version,screen_width,screen_height,rank,product_name,price,promotion
1764342658271_702.jpg,2025-11-28T16:10:58.271000,160b7ccf-7007-4014-b322-9266b2cbf044,samsung SM-A326B,31 (S) 12,720,1457,1,,749.99,Black Friday deal
1764837625417_709.jpg,2025-12-04T09:40:25.417000,160b7ccf-7007-4014-b322-9266b2cbf044,samsung SM-A326B,31 (S) 12,720,1457,1,,1049.65,40% off Microsoft 365 Personal
1764843452298_717.jpg,2025-12-04T11:17:32.298000,1f3b7cb8-df82-4259-85d7-ded487a42a5e,Google Pixel 8a,36 (VANILLA_ICE_CREAM) 16,1080,2400,1,,1049.65,40% off Microsoft 365 Personal
1764928395886_752.jpg,2025-12-05T10:53:15.886000,1f3b7cb8-df82-4259-85d7-ded487a42a5e,Google Pixel 8a,36 (VANILLA_ICE_CREAM) 16,1080,2400,1,,1049.65,Savings 40% off Microsoft 365 Personal
1764929303421_778.jpg,2025-12-05T11:08:23.421000,4f3ea42b-1405-491f-ad94-8146aee9ac45,Xiaomi 23113RKC6C,36 (VANILLA_ICE_CREAM) 16,1440,3200,1,"14.5"" 3K Grey",1049.65,40% off Microsoft 365 Personal
1764945827190_804.jpg,2025-12-05T15:43:47.190000,160b7ccf-7007-4014-b322-9266b2cbf044,samsung SM-A326B,31 (S) 12,720,1457,1,AMD Radeon 680M Graphics,1049.65,Savings 40% off Microsoft 365 Personal
1765024877658_826.jpg,2025-12-06T13:41:17.658000,1f3b7cb8-df82-4259-85d7-ded487a42a5e,Google Pixel 8a,36 (VANILLA_ICE_CREAM) 16,1080,2400,1,,1049.65,Savings 40% off Microsoft 365 Personal
1765134709164_862.jpg,2025-12-07T20:11:49.164000,160b7ccf-7007-4014-b322-9266b2cbf044,samsung SM-A326B,31 (S) 12,720,1457,1,,1049.65,Savings 40% off Microsoft 365 Personal
1765204314747_902.jpg,2025-12-08T15:31:54.747000,45875728-8929-401b-b2cb-73a939b26408,samsung SM-S928B,36 (VANILLA_ICE_CREAM) 16,1080,2340,1,AMD Ryzen 5 6600HS Creator Edition | 16GB RAM | 512GB SSD,1049.65,40% off Microsoft 365 Personal
1765204477137_905.jpg,2025-12-08T15:34:37.137000,ec18e38e-cea3-4817-abf5-6a89e56b8d54,samsung SM-G970F,31 (S) 12,1080,2020,1,,1049.65,
1765204592985_908.jpg,2025-12-08T15:36:32.985000,9ee0d6f1-2994-4681-a747-7bcef630b929,samsung SM-A346B,36 (VANILLA_ICE_CREAM) 16,1080,2340,1,AMD Radeon 680M Graphics,1049.65,Économies 40% de réduction Microsoft 365 Personnel
1765204629839_910.jpg,2025-12-08T15:37:09.839000,df8398ab-4328-40af-8f11-6d473dec6575,Xiaomi 23113RKC6C,36 (VANILLA_ICE_CREAM) 16,1440,3200,1,,1049.65,40% off Microsoft 365 Personal
1765204924743_937.jpg,2025-12-08T15:42:04.743000,b62390b3-b90e-4e5a-a564-ad2acbaa5551,Google sdk_gphone64_x86_64,36 (VANILLA_ICE_CREAM) 16,1080,2400,1,AMD Radeon 680M Graphics,1049.65,Savings 40% off Microsoft 365 Personal
1765205105745_941.jpg,2025-12-08T15:45:05.745000,08496736-c5ac-4552-a056-396818154013,samsung SM-S908U,31 (S) 12,1080,2106,1,,1049.65,Savings 40% off Microsoft 365 Personal
1765205595439_968.jpg,2025-12-08T15:53:15.439000,abc71164-923c-427b-a327-3b2b68ea5444,samsung SM-G781U1,33 (TIRAMISU) 13,1080,2168,1,,1049.65,Économies 40% de réduction Microsoft 365 Personnel
